361,10,49,303,5410,899,417026
1120,7,32,19,695,102,568826
242,5,00,0,7,0,2325292
619,5,00,180,3653,368,6059482
691,5,47,15,274,33,25451
619,5,00,5,213,23,6059482
705,19,00,0,34,3,74753
632,5,00,6,291,64,81613
403,5,53,9,1010,183,119563
670,3,36,41,13700,2628,738781
1196,14,09,2,444,16,44816
428,10,44,16,1103,83,66412
902,6,37,8,255,58,87682
663,5,38,126,634,151,1007396
428,10,45,55,2440,334,66412
10,4,46,0,228,9,5758
774,5,04,11,675,101,166617
215,17,41,11,4105,193,131670
499,0,00,1,742,29,1013952
657,10,40,7,385,73,1403057
782,19,00,0,8,0,70299
79,0,34,0,715,30,10857
138,5,00,0,200,38,7174024
923,5,00,0,9,1,60805
885,0,53,5,723,65,4127975
854,5,41,7,271,59,38858
1037,6,04,27,669,131,86266
730,5,00,0,8,1,12455
366,17,08,1,1760,44,393655
104,0,12,0,47,2,185
866,6,47,12,354,36,46295
592,14,24,28,6712,541,3148
1155,10,24,16,414,37,42551
138,5,00,2,16,1,7174024
37,19,40,0,11,0,18
318,5,49,5,155,88,28981
107,10,53,0,88,10,738016
1001,10,12,7,378,65,23477
964,20,47,22,1087,132,176760
760,5,46,0,73,10,13007
786,5,00,13,1316,190,3867028
217,14,02,0,35,4,2997
804,2,55,27,805,136,143726
742,14,30,0,140,12,17784
704,5,08,63,3608,1746,103301
804,2,59,0,7,1,143726
1156,10,53,0,5,0,11237
663,5,15,273,2100,4024,1007396
183,10,45,916,93400,14900,6173714
264,5,00,4,409,82,29446
1155,10,54,4,36,2,42551
272,5,25,4,1549,69,43844
774,5,40,97,877,213,166617
215,17,58,3,106,13,131670
1045,10,47,130,1540,258,8850
581,0,00,0,101,5,285677
39,14,11,0,16,1,3745
233,14,01,0,9,3,3576
555,10,26,299,4596,689,36043
358,5,19,8,93,36,2427
1060,0,25,401,5600,2853,662789
789,5,18,9,370,113,6735
518,17,19,1,274,15,102173
109,10,48,14,2645,81,24978
649,10,09,31,2300,379,6822
1053,10,44,33,286,40,52573
619,5,30,9,251,18,6059482
203,17,26,2,3191,123,44465
657,10,18,5,339,67,1403057
165,5,00,0,6,0,118741
684,12,42,191,16700,3785,405717
902,6,08,30,417,79,87682
327,0,51,0,438,5,719
516,10,42,0,33,5,165268
215,17,55,8,122,26,131670
619,5,42,230,4798,825,6059482
720,19,29,4,358,36,10563
541,5,39,248,393,265,20271
322,14,16,0,137,2,431
87,10,00,0,52,9,809700
804,2,00,10,389,63,143726
215,17,37,13,806,57,131670
518,17,29,2,1355,38,102173
142,0,46,118,12900,1077,366608
250,14,48,0,137,11,5928
475,5,38,26,1324,291,107335
473,0,00,107,19800,627,822796
182,10,48,24,301,58,143743
304,5,23,25,2021,412,100197
0,0,54,98,21400,1556,916776
201,17,17,30,2660,232,47883
1196,14,00,0,48,0,44816
1001,10,48,4,592,95,23477
796,5,16,45,1361,276,46437
311,14,00,2,3437,77,6461
303,19,10,9,130,15,5527
213,17,45,79,3456,302,85070
10,4,21,13,225,20,5758
871,0,01,30,1644,78,57297
1080,10,52,61,1294,281,11614
854,5,42,9,342,83,38858
576,0,02,367,48300,1880,33451
344,10,00,14,1296,156,2165852
942,20,46,22,5419,1286,772688
881,5,00,21,1927,244,1632899
43,5,00,0,45,8,1587507
338,0,00,26,3295,179,564916
373,5,52,67,16800,2683,452296
760,5,22,32,254,23,13007
262,5,37,147,16500,4813,559034
250,14,54,7,1928,77,5928
711,10,17,28,661,105,174379
515,0,14,20,8897,728,1177595
10,4,12,4,474,21,5758
824,5,14,18,314,58,698
10,4,33,0,116,1,5758
774,5,48,178,12200,2323,166617
811,5,55,310,1538,413,67797
324,0,38,60,10900,198,3511
663,5,51,90,3073,560,1007396
886,19,02,0,3,0,30
248,14,33,0,0,0,566
858,10,17,5,110,26,13397
250,14,02,0,53,10,5928
1183,6,33,5,177,32,76211
53,10,33,59,1581,168,17728
518,17,35,0,1436,47,102173
518,17,17,0,422,17,102173
748,1,00,4,688,26,315446
700,20,38,0,28,7,1892
695,0,03,0,1,1,284
542,17,15,0,1187,44,183420
667,5,42,42,260,6,155645
332,10,32,10,314,52,26378
805,10,38,12,702,27,13297
1038,5,11,277,1100,1494,364892
310,14,45,0,69,5,1702
1155,10,25,8,33,5,42551
470,0,03,12,2447,133,89084
0,0,01,568,17400,9999,916776
188,17,00,14,1361,165,51377
1164,0,00,135,36500,2697,2389940
919,14,18,0,200,1,872
1183,6,38,43,1126,254,76211
742,14,59,0,26,1,17784
250,14,00,1,85,17,5928
548,19,00,0,27,3,5114158
1014,9,31,288,8365,980,285088
350,20,02,0,39,5,9104
1133,16,00,0,51,3,4900250
657,10,26,15,624,112,1403057
388,0,13,3,614,21,159
108,10,00,5,297,37,94100
484,5,46,80,819,284,19806
805,10,55,33,1156,75,13297
663,5,40,265,3632,1383,1007396
786,5,20,1928,99300,21800,3867028
573,0,39,66,34700,2798,121611
1170,5,10,2,158,12,24016
1183,6,30,73,1998,349,76211
742,14,27,0,20,1,17784
162,10,12,80,860,179,47142
542,17,58,0,1578,50,183420
222,10,47,30,930,107,31450
1209,0,17,3522,60800,24300,1256344
786,5,23,1216,40700,5739,3867028
266,9,30,53,2843,513,141507
289,10,28,177,788,273,57080
103,10,28,0,0,0,90704
704,5,29,1,126,14,103301
264,5,16,3,265,69,29446
516,10,32,0,66,6,165268
506,0,10,390,33400,7103,593362
229,17,11,4,171,27,5197
786,5,23,133,10600,1697,3867028
414,10,21,26,13100,1673,242564
129,20,56,3,133,2,1245
727,10,47,10,167,8,48781
63,6,02,20,653,146,196619
862,10,18,45,844,224,10365
606,0,59,2,200,13,88995
403,5,08,3,224,38,119563
252,5,40,111,4506,959,357007
937,10,00,343,5326,1076,336735
967,20,54,24,460,137,211419
102,20,40,0,62,8,24429
691,5,34,1,26,10,25451
74,19,22,0,11,3,341058
403,5,28,9,473,94,119563
762,0,57,4,2328,146,490047
811,5,29,257,1989,476,67797
61,0,00,2,0,0,14652
13,17,00,97,5400,4369,318191
663,5,30,184,1300,3367,1007396
373,5,00,0,17,1,452296
965,10,49,34,2294,229,1092474
657,10,40,33,1596,427,1403057
952,5,00,0,17,0,1841531
137,0,59,5,1964,54,21006
1001,10,10,8,1278,172,23477
1053,10,25,53,2989,630,52573
438,19,41,3,81,13,4029
171,5,47,21,1506,297,9478
516,10,23,1,36,3,165268
1055,0,17,7,3802,145,163326
399,5,56,1504,1843,1321,31260
902,6,51,10,458,61,87682
0,0,19,92,38400,2798,916776
608,0,00,0,162,8,403025
39,14,11,0,103,1,3745
1061,16,08,0,35,0,553
978,0,47,376,11600,5263,985891
657,10,57,18,989,189,1403057
393,6,54,453,41200,7153,152245
848,19,36,0,4,1,2295
942,20,10,61,6492,1339,772688
200,0,16,39,4579,219,73750
1046,0,19,195,30300,3702,322652
542,17,31,3,1229,39,183420
293,18,25,7,1493,54,4003
1022,5,49,0,94,21,423786
66,14,34,16,9238,218,10470
657,10,50,26,1370,277,1403057
264,5,01,24,624,152,29446
407,16,00,16,389,26,123385
1156,10,38,0,34,0,11237
474,0,00,0,233,21,1156478
670,3,07,31,7758,1027,738781
671,5,11,0,14,3,10270
103,10,21,0,0,0,90704
1135,10,30,101,3706,347,6396
657,10,10,46,1808,334,1403057
994,20,25,16,373,85,14052
318,5,57,2,120,57,28981
1161,5,00,0,0,0,5143
707,0,20,4,121,32,104980
742,14,08,0,32,4,17784
496,10,00,55,1050,138,66749
352,16,49,0,6,0,289
619,5,04,9,314,43,6059482
657,10,48,22,515,115,1403057
974,5,51,31,925,192,142334
366,17,11,1,321,13,393655
902,6,15,41,2214,312,87682
598,19,32,0,4,0,29948
1171,14,17,0,76,8,6342
151,0,16,12,2844,292,270029
885,0,15,9,389,57,4127975
233,14,19,0,9,2,3576
418,10,03,7,1039,133,50442
886,19,39,0,3,0,30
663,5,02,669,27600,4436,1007396
296,8,23,21,955,168,52808
179,0,00,13,11500,591,150319
700,20,26,0,20,7,1892
355,0,00,1,1110,74,9789123
286,19,43,25,3918,550,17700
248,14,42,0,2,0,566
657,10,21,10,394,65,1403057
445,0,34,806,20000,18900,338082
366,17,25,0,68,8,393655
663,5,09,366,5507,1177,1007396
708,10,26,72,2752,521,29360
1010,17,12,5,1322,96,41353
1183,6,47,97,421,98,76211
377,5,10,8,184,20,2888
902,6,14,99,299,104,87682
663,5,16,92,382,51,1007396
752,5,40,352,29700,5073,40336
804,2,39,33,753,120,143726
98,5,00,127,4048,655,157004
1010,17,06,15,853,148,41353
930,0,00,8,6326,222,206858
251,10,24,102,2151,454,86766
670,3,30,64,2437,510,738781
902,6,33,8,116,27,87682
967,20,44,16,312,84,211419
1001,10,14,0,323,48,23477
762,0,21,450,17100,9270,490047
1062,20,55,1,78,4,2417
107,10,21,2,178,28,738016
225,17,12,18,1096,126,27757
431,10,49,94,2667,608,105639
296,8,56,8,310,50,52808
645,0,35,107,24700,2903,583122
1049,0,00,0,345,21,172814
264,5,27,5,367,94,29446
799,10,06,39,1572,265,61261
270,5,38,2,67,3,2945
399,5,18,1845,2305,1882,31260
264,5,53,1,35,5,29446
542,17,37,17,1500,335,183420
304,5,00,27,430,79,100197
860,0,18,246,23300,5594,3653672
1060,0,01,167,6000,1054,662789
560,10,10,20,343,12,134096
682,5,08,76,3149,296,1172518
663,5,00,49,951,136,1007396
403,5,46,7,498,80,119563
811,5,37,742,4958,1210,67797
266,9,01,90,1169,308,141507
727,10,18,34,486,57,48781
485,10,39,1,168,23,9405
1069,20,12,0,13,1,1436
438,19,58,1,6,1,4029
1023,10,39,63,3530,637,28556
387,0,00,0,114,12,799410
1001,10,03,6,600,109,23477
999,10,05,116,4427,1399,53681
98,5,49,24,1963,280,157004
215,17,09,76,3340,228,131670
1164,0,00,63,22800,1629,2389940
1001,10,10,0,253,36,23477
621,5,15,2708,76500,15200,4204142
1008,5,00,32,835,159,189321
248,14,06,1,5,1,566
432,10,02,548,2851,754,10198
393,6,22,137,2611,529,152245
885,0,30,12,699,101,4127975
513,10,29,167,16400,3590,185989
244,9,04,7,1356,229,38769
516,10,09,0,17,1,165268
138,5,00,4,620,86,7174024
444,10,48,699,3845,824,34837
1022,5,53,0,198,122,423786
516,10,44,64,453,79,165268
667,5,00,2,465,98,155645
657,10,56,52,614,123,1403057
396,10,00,13,1059,62,82619
512,0,22,624,11100,10100,83372
663,5,30,123,1411,249,1007396
888,10,59,4,73,4,128788
695,0,36,0,1,0,284
902,6,55,37,1104,227,87682
644,5,44,27,5829,2370,123501
118,14,24,153,16100,3325,3150
500,5,02,25,5212,748,169648
182,10,05,10,269,58,143743
1022,5,00,13,441,81,423786
25,10,00,2,83,13,89886
189,17,35,13,383,66,7516
446,5,57,130,5732,1376,23883
305,10,28,10,446,48,2423
657,10,39,78,7953,2241,1403057
1001,10,16,0,456,69,23477
103,10,57,0,0,0,90704
1195,19,41,12,69,16,479
619,5,01,21,1601,185,6059482
657,10,26,22,1137,153,1403057
182,10,22,38,988,184,143743
984,5,52,50,719,189,17554
1151,0,00,27,1014,126,1101572
1032,9,31,8,921,129,53398
70,5,24,84,11300,2055,987927
672,0,09,3,599,29,744
102,20,34,45,1820,90,24429
663,5,22,70,3711,476,1007396
283,1,31,39,1823,158,8642
217,14,48,0,80,5,2997
207,14,42,9,28,10,6084
253,5,51,602,726,593,11913
732,10,53,0,0,0,41510
804,2,34,24,1015,151,143726
182,10,16,31,1394,201,143743
643,10,13,73,4096,232,31423
1178,5,04,155,6000,902,277843
263,5,05,2384,11200,1500,7120051
598,19,28,0,28,3,29948
656,20,11,1,4,0,111
1085,10,00,16,1033,141,201165
879,19,30,1,72,0,86
318,5,59,7,311,132,28981
663,5,48,98,7749,1112,1007396
952,5,00,1,2,0,1841531
1171,14,32,0,188,18,6342
229,17,46,58,3697,296,5197
804,2,43,63,1447,194,143726
657,10,54,10,290,37,1403057
515,0,21,22,15100,967,1177595
1171,14,49,0,191,14,6342
97,14,00,0,78,1,3643
1053,10,23,556,14500,3021,52573
373,5,00,0,55,9,452296
296,8,48,12,577,96,52808
220,20,17,2,418,53,3717
541,5,22,511,740,531,20271
242,5,00,541,15300,4387,2325292
72,10,31,162,1165,334,4289
883,10,13,520,42400,7876,95449
637,5,22,10,280,73,22248
74,19,58,0,90,26,341058
885,0,36,19,1021,168,4127975
670,3,12,30,2999,373,738781
289,10,15,143,983,292,57080
251,10,02,4,66,21,86766
1165,5,48,1,533,50,64073
854,5,12,10,242,57,38858
1102,5,29,34,1611,128,66249
9,10,08,417,13100,2786,101468
887,8,10,39,271,16,69665
972,16,59,0,5,0,209
78,5,14,15,776,143,5518
159,10,48,0,3,0,8
815,15,28,2,273,22,506878
158,5,00,1,108,4,260026
704,5,08,7,117,11,103301
663,5,07,42,819,113,1007396
619,5,00,8,452,25,6059482
516,10,19,70,612,96,165268
366,17,52,1,5550,133,393655
310,14,04,1,985,29,1702
937,10,59,0,94,14,336735
781,5,32,13,52,7,142456
196,0,04,18,6758,323,25268
852,10,40,607,1200,552,13413
190,17,23,5,263,33,23773
38,0,49,1332,61400,30900,131535
935,5,00,5,108,15,1055592
43,5,00,124,10300,1904,1587507
564,20,16,0,3,1,453
902,6,09,89,246,82,87682
263,5,36,289,19500,3906,7120051
61,0,00,0,1,0,14652
632,5,10,8,434,75,81613
950,3,27,4,128,5,64
716,10,16,54,9017,1695,713303
1054,17,28,2,151,0,60
923,5,49,25,302,76,60805
373,5,01,24,1776,249,452296
1080,10,40,72,1901,378,11614
859,19,08,22,46400,1018,87801
263,5,00,0,3,0,7120051
516,10,06,19,64,4,165268
542,17,02,1,2156,62,183420
560,10,10,0,38,3,134096
1029,10,00,0,2,1,146569
264,5,40,8,172,38,29446
1170,5,40,0,6,1,24016
70,5,00,1,141,21,987927
542,17,28,0,652,44,183420
459,5,32,1374,4596,1313,66271
296,8,51,26,1236,161,52808
843,10,00,72,9902,1798,309962
657,10,14,14,413,62,1403057
967,20,04,15,330,87,211419
782,19,00,0,3,0,70299
1069,20,45,0,19,3,1436
319,17,00,481,48800,8318,140061
408,5,00,6,443,83,23043
174,10,00,0,64,6,29858
542,17,39,38,3900,793,183420
217,14,21,0,26,0,2997
264,5,00,13,691,148,29446
667,5,13,106,953,270,155645
782,19,00,0,1,0,70299
952,5,00,0,16,0,1841531
923,5,50,15,743,144,60805
63,6,00,222,4531,777,196619
103,10,12,8,13,0,90704
1156,10,54,0,14,2,11237
583,10,02,1734,2203,1764,29577
1180,0,22,398,44400,3278,568693
806,5,23,15,603,127,449978
536,12,08,7,1599,79,2933
1138,10,57,60,160,11,22195
617,10,42,31,925,167,176366
1001,10,49,1,322,53,23477
656,20,44,0,2,0,111
1065,10,09,29,2574,581,26225
652,19,48,9,97,9,997
70,5,00,0,63,6,987927
1128,5,36,1,18,3,191
711,10,13,4,149,15,174379
770,0,02,60,5226,340,471482
744,5,23,88,219,60,3515
71,5,59,59,984,196,28069
1164,0,00,3,149,6,2389940
317,5,34,27,1520,217,43105
1200,5,31,85,11300,2091,132753
608,0,00,0,117,7,403025
657,10,30,1,182,27,1403057
815,15,39,2,151,11,506878
268,5,37,7,147,28,2141
167,14,01,0,38,0,4366
1131,0,50,1,277,3,59
219,0,49,73,10800,1636,889198
670,3,52,70,1253,141,738781
1061,16,49,0,34,1,553
707,0,26,11,154,14,104980
1120,7,43,140,28100,5750,568826
867,5,00,3,67,9,56092
671,5,40,0,9,8,10270
1183,6,54,6,251,54,76211
449,5,18,3,382,28,6419
470,0,53,3,1377,52,89084
1022,5,52,21,137,19,423786
836,0,08,15,4032,160,246239
637,5,14,19,418,130,22248
182,10,51,2,301,35,143743
663,5,29,92,15900,4188,1007396
1155,10,29,0,5,0,42551
1164,0,00,0,362,18,2389940
854,5,26,5,635,159,38858
146,0,00,98,10500,1238,240128
115,10,37,239,2148,595,44222
846,5,05,60,172,161,2978
815,15,56,1,129,7,506878
721,17,00,0,43,4,202721
902,6,37,52,155,60,87682
1029,10,24,41,315,36,146569
103,10,59,41,1547,239,90704
318,5,39,17,519,269,28981
34,5,14,17,27,3,6375
871,0,01,14,1264,58,57297
935,5,28,53,1966,224,1055592
942,20,57,102,4467,828,772688
1120,7,07,0,0,0,568826
1035,5,05,27,177,70,10888
420,20,11,228,1161,388,106971
1061,16,40,0,1,0,553
749,19,14,0,1,0,616
699,10,09,38,1765,51,5106
749,19,42,0,2,0,616
952,5,00,20,3491,465,1841531
363,0,54,14,883,74,287731
474,0,00,0,23,4,1156478
953,5,24,28,2141,379,37485
532,16,24,9,1289,64,4364
325,10,15,0,44,6,147595
750,20,27,21,972,176,191199
632,5,26,14,176,27,81613
516,10,13,14,104,1,165268
321,20,07,0,2,0,149
571,0,00,0,481,13,356207
916,10,30,8,411,91,5511
366,17,19,0,428,14,393655
707,0,14,3,58,8,104980
885,0,42,9,107,10,4127975
804,2,14,14,54,8,143726
581,0,00,0,567,37,285677
1029,10,29,88,5291,926,146569
1061,16,48,0,4,0,553
859,19,13,3,3794,231,87801
392,10,25,126,2739,469,23259
548,19,00,2,332,26,5114158
806,5,29,29,1352,245,449978
870,5,37,69,2593,399,17356
420,20,58,273,1774,586,106971
657,10,55,5,205,27,1403057
1165,5,04,20,787,124,64073
683,19,31,0,652,67,63881
1202,0,23,0,16,0,53
804,2,02,0,22,2,143726
25,10,32,109,5315,1156,89886
264,5,00,4,281,65,29446
667,5,43,34,511,69,155645
319,17,00,5,359,28,140061
775,10,53,43,5552,957,350426
366,17,14,4,3096,71,393655
38,0,01,162,12500,5942,131535
740,5,04,2,115,25,16200
47,0,58,2,120,16,6751
350,20,31,0,56,3,9104
927,10,42,5,486,362,192373
25,10,00,0,54,6,89886
809,0,00,13,316,22,431122
682,5,07,116,14300,1752,1172518
158,5,00,2,406,45,260026
497,0,38,0,58,3,25760
782,19,00,0,11,0,70299
386,5,00,9,1843,269,204998
429,0,00,4,1920,100,2077708
811,5,12,639,3647,1050,67797
1165,5,09,10,534,118,64073
115,10,56,749,5498,1432,44222
26,14,10,15,15900,370,24958
366,17,18,1,1718,62,393655
736,10,37,48,1060,67,45260
79,0,07,30,2657,204,10857
1166,17,35,60,29700,2410,1274169
286,19,47,15,2790,340,17700
852,10,03,36,834,69,13413
781,5,18,100,680,94,142456
1059,0,00,1,104,8,765191
190,17,42,10,637,67,23773
619,5,07,21,752,169,6059482
403,5,35,4,267,54,119563
223,5,22,643,1079,705,59027
263,5,57,49,983,105,7120051
403,5,06,3,279,62,119563
657,10,46,22,1161,253,1403057
332,10,46,44,1260,159,26378
1187,19,00,1,15,0,1434
366,17,49,3,1310,50,393655
151,0,38,17,4338,562,270029
804,2,39,3,276,41,143726
387,0,47,145,90200,5748,799410
553,10,00,629,10700,2028,151577
641,10,35,72,1768,286,70837
667,5,06,23,600,149,155645
670,3,39,41,5338,867,738781
1165,5,49,5,319,35,64073
806,5,25,54,1207,289,449978
183,10,00,2,92,6,6173714
138,5,00,26,5655,398,7174024
350,20,48,0,0,0,9104
632,5,00,40,2536,319,81613
242,5,00,0,26,2,2325292
420,20,30,216,1049,316,106971
656,20,44,0,1,0,111
366,17,20,0,906,37,393655
1037,6,30,8,245,49,86266
252,5,42,21,1769,383,357007
542,17,04,0,652,44,183420
126,5,13,46,2816,436,20865
215,17,06,2,366,29,131670
657,10,49,14,276,75,1403057
264,5,00,3,262,70,29446
70,5,00,7,209,17,987927
553,10,01,338,8729,2483,151577
86,10,43,36,1244,201,74245
1097,0,54,1,53,3,1594
1085,10,00,20,1008,140,201165
264,5,55,2,79,16,29446
813,10,04,16,3948,189,39899
701,0,26,178,2400,2050,278627
781,5,46,22,60,11,142456
1211,14,54,1,1566,59,3243
1165,5,19,20,662,132,64073
1208,14,15,0,36,5,440
749,19,30,0,2,0,616
782,19,00,0,10,2,70299
26,14,50,18,32900,821,24958
805,10,18,94,2045,71,13297
881,5,00,37,1252,232,1632899
1055,0,00,53,13700,398,163326
318,5,34,2,107,40,28981
1217,5,53,175,11900,2476,16216
775,10,04,174,24100,3586,350426
971,17,04,6,3120,51,1418
1072,10,55,331,6242,1333,88927
632,5,00,16,729,122,81613
885,0,00,23,3790,866,4127975
338,0,48,32,652,101,564916
1120,7,28,275,14100,4129,568826
1176,8,59,56,1988,302,25108
1131,0,06,3,495,8,59
843,10,00,1,389,67,309962
182,10,30,1,255,41,143743
621,5,10,17,1891,179,4204142
581,0,00,69,47400,1918,285677
806,5,55,25,1449,320,449978
366,17,26,0,559,28,393655
691,5,24,12,936,226,25451
885,0,00,2,97,16,4127975
385,5,00,25,2346,299,58988
189,17,45,17,847,120,7516
1037,6,02,10,207,53,86266
707,0,48,6,68,11,104980
657,10,58,31,1574,323,1403057
663,5,33,775,28500,4992,1007396
215,17,16,33,1660,179,131670
1171,14,42,0,61,4,6342
888,10,16,24,672,72,128788
325,10,53,2,55,4,147595
948,20,59,30,2680,536,49788
789,5,10,349,1416,383,6735
709,8,52,209,1310,218,49537
885,0,00,1,34,5,4127975
266,9,40,71,928,196,141507
1032,9,00,31,2868,446,53398
1121,16,18,89,11300,1368,16641
497,0,28,6,157,6,25760
1138,10,52,10,162,16,22195
182,10,10,20,948,132,143743
116,5,53,25,1774,280,113060
18,0,06,58,36100,2250,835611
941,10,00,109,2465,165,368240
1096,16,19,18,2168,121,3806
1032,9,40,89,5660,963,53398
1193,10,27,5,106,5,12424
765,0,00,11,713,23,1450
403,5,57,36,970,198,119563
296,8,15,91,1767,313,52808
905,17,07,12,5261,127,128832
652,19,18,14,113,27,997
1211,14,31,11,9125,148,3243
1072,10,58,88,2370,454,88927
2,10,10,72,2252,406,176252
1104,14,13,0,41,4,615
1061,16,48,0,1265,20,553
264,5,06,8,192,32,29446
318,5,31,6,37,5,28981
278,5,34,0,3,1,1425
26,14,33,67,23800,1335,24958
657,10,24,43,1826,513,1403057
974,5,27,33,1307,268,142334
1104,14,42,0,9,0,615
248,14,31,0,4,0,566
152,10,48,5,3208,1926,61267
508,0,00,13,15500,1162,541870
1153,10,00,0,5,0,228763
806,5,00,57,2155,497,449978
774,5,54,19,1391,291,166617
103,10,24,0,0,0,90704
71,5,08,16,153,33,28069
173,5,40,7,767,122,8045
508,0,00,160,11400,5117,541870
575,20,50,1,3,1,88
927,10,25,26,735,86,192373
682,5,21,311,16800,1293,1172518
988,0,00,0,38,4,336668
275,5,51,8,444,105,11104
25,10,42,17,1118,193,89886
885,0,00,1,37,5,4127975
1165,5,24,139,2394,537,64073
438,19,18,4,40,23,4029
858,10,42,12,179,37,13397
704,5,47,25,1142,135,103301
1073,19,44,1,20,4,116
711,10,43,180,30200,4971,174379
657,10,27,16,422,96,1403057
180,5,56,78,3714,951,62055
829,5,00,0,1,0,919094
963,20,06,0,52,3,10123
262,5,34,25,786,186,559034
362,10,29,570,59200,9914,179817
961,20,35,109,5905,1365,711547
319,17,46,2,632,33,140061
74,19,52,0,168,2,341058
952,5,00,0,50,4,1841531
366,17,09,2,1178,55,393655
500,5,47,2,981,129,169648
1062,20,13,3,108,4,2417
1057,0,00,0,60,2,170696
1062,20,16,1,158,10,2417
219,0,00,69,5155,928,889198
89,0,41,3036,22600,19800,1758040
872,10,10,5,988,112,89538
248,14,43,1,9,0,566
1165,5,33,25,283,62,64073
806,5,08,86,3033,633,449978
1060,0,45,96,34900,684,662789
1156,10,37,1,2,0,11237
220,20,45,22,277,35,3717
1162,5,31,133,5129,936,3797765
264,5,52,21,368,88,29446
262,5,09,129,5628,1012,559034
207,14,45,65,107,62,6084
423,5,42,614,66500,11800,460718
403,5,57,9,285,61,119563
999,10,03,35,1227,753,53681
934,5,16,342,2110,458,115213
225,17,47,19,2701,201,27757
632,5,56,94,2142,395,81613
307,10,01,31,1042,192,14615
193,17,09,3,369,59,35611
663,5,05,203,6117,866,1007396
366,17,38,1,1320,40,393655
396,10,02,25,2896,234,82619
663,5,28,114,5279,884,1007396
506,0,08,62,26900,3846,593362
914,0,25,10,111,30,50553
889,5,31,0,16,0,944
781,5,04,49,551,64,142456
403,5,10,9,409,82,119563
430,10,02,0,8,0,471
811,5,55,105,296,125,67797
